,genCQ,expertCQ,cos_score
1770,What are the common weaknesses identified in empirical RE studies?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.4241
1771,How do empirical RE studies approach requirements prioritization?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.4240
1772,What methods do empirical RE studies use to validate their findings?,Do authors report that assumptions and limitations of statistical methods are met before using them?,0.4239
1773,What types of tools are used in empirical RE studies?,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,0.4238
1774,What is the strength of empirical evidence in requirement engineering literature?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.4237
1775,How are empirical RE studies addressing scalability issues?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.4237
1776,What are the future research directions in empirical RE?,How has the reporting of research questions and answers evolved over time?,0.4237
1777,In which channels are the empirical studies of RE published?,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",0.4236
1778,In which context have empirical studies of RE been carried out over the history of RE research?,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",0.4236
1779,How frequent are the different types of empirical research methods used in RE?,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,0.4235
1780,Which data collection method is frequently used in primary RE studies?,Which digital libraries with publications from SE and RE and related disciplines do authors use for (systematic literature) reviews?,0.4235
1781,What are the common themes emerging from empirical research in RE?,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,0.4235
1782,How do empirical RE studies align with RE best practices?,How has the proportion of papers that do not have an empirical study evolved over time?,0.4233
1783,What gaps exist in the current body of empirical RE research?,How has the reporting of the objects of study / treatments evolved over time?,0.4232
1784,In which context have empirical studies of RE been carried out over the history of RE research?,How many empirical studies are by authors working for large software development companies?,0.4232
1785,Which era of RE research has seen the most progress in terms of new advances?,"""What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?""",0.4232
1786,What are the criteria for evaluating empirical RE studies?,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,0.4231
1787,What are the most common research questions investigated in empirical RE?,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,0.4231
1788,How frequent are longitudinal studies in empirical RE research?,How has the incorporation of theories in studies evolved over time?,0.4230
1789,How are empirical studies shaping RE methodologies?,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",0.4230
1790,Which era of RE research has seen the most progress in terms of new advances?,How has the use of statistical methods evolved over time?,0.4230
1791,How comprehensive is the current body of empirical RE literature?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.4229
1792,Which domains have seen significant empirical RE studies?,How has the incorporation of theories in studies evolved over time?,0.4227
1793,What are the common themes emerging from empirical research in RE?,"""On which levels of sophistication are the theories from SE and RE? (level 1, level 2, or level 3 defined in Sjøberg et al. [1])""",0.4226
1794,What are the criteria for evaluating empirical RE studies?,How has the reporting of the objects of study / treatments evolved over time?,0.4226
1795,What trends are observable in the publication channels for RE research?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.4226
1796,How are data collection methods evolving in empirical RE studies?,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,0.4225
1797,What are the criteria for selecting participants in empirical RE studies?, How do the authors justify the lack of a proper study?,0.4225
1798,How are data collection methods evolving in empirical RE studies?,How has the reporting of the setting evolved over time?,0.4225
1799,How effective are different RE elicitation techniques based on empirical studies?,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,0.4223
1800,What is the prevalence of qualitative versus quantitative methods in RE studies?,How many empirical studies are by authors working for large software development companies?,0.4223
1801,Which research method is frequently used in primary RE studies?,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",0.4222
1802,What are the different contexts in which empirical RE research is applied?,How many theories from the SE and RE are there?,0.4220
1803,Which data collection method is frequently used in primary RE studies?,How has the use of statistical methods evolved over time?,0.4220
1804,How frequent are the different types of empirical research methods used in RE?,Which digital libraries with publications from SE and RE and related disciplines do authors use for (systematic literature) reviews?,0.4218
1805,What are the criteria for selecting participants in empirical RE studies?,How has the proportion of papers that do not have an empirical study evolved over time?,0.4217
1806,What is the strength of empirical evidence in requirement engineering literature?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.4217
1807,How frequently are surveys used in empirical RE research?,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",0.4217
1808,How significant is the role of workshops and conferences in empirical RE dissemination?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.4216
1809,Which research institutes are leading in empirical RE research?,"""What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?""",0.4215
1810,What kind of participants are frequently involved in primary RE studies?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.4212
1811,How are data collection methods evolving in empirical RE studies?,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,0.4212
1812,How has empirical research in various RE knowledge areas evolved over the years?,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",0.4212
1813,What role do experience reports play in empirical RE studies?,How has the reporting of research questions and answers evolved over time?,0.4212
1814,How rigorous is the research reported in different RE core areas?,How has the number of empirical methods used per publication evolved over time?,0.4211
1815,How rigorous is the research reported in different RE core areas?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.4211
1816,How do empirical RE studies measure the effectiveness of RE techniques?,How many empirical studies are by authors working for large software development companies?,0.4210
1817,What are the future research directions in empirical RE?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.4208
1818,How significant is the role of case studies in empirical RE research?,How many studies incorporate theories?,0.4207
1819,What types of interventions have been proposed or investigated in RE research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.4206
1820,What are the common themes emerging from empirical research in RE?,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,0.4206
1821,How frequent are the different types of empirical research methods used in RE?,"""What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?""",0.4205
1822,What are the different contexts in which empirical RE research is applied?,How has the reporting of the objects of study / treatments evolved over time?,0.4205
1823,What are the future research directions in empirical RE?,"""What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?""",0.4205
1824,What are the common themes emerging from empirical research in RE?,How has the reporting of research questions and answers evolved over time?,0.4202
1825,What is the strength of empirical evidence in requirement engineering literature?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.4202
1826,How often are empirical RE studies replicated?,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",0.4201
1827,In which channels are the empirical studies of RE published?,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,0.4201
1828,What are the emerging areas of interest in empirical RE research?,How has the incorporation of theories in studies evolved over time?,0.4200
1829,In which channels are the empirical studies of RE published?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.4199
1830,What are the common themes emerging from empirical research in RE?,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",0.4198
1831,What are the most common research questions investigated in empirical RE?,"""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",0.4198
1832,How significant is the role of workshops and conferences in empirical RE dissemination?,How has the number of empirical methods used per publication evolved over time?,0.4198
1833,What are the best practices for conducting empirical studies in RE?,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,0.4197
1834,"How are the research method, type, intervention, and domains related to RE core areas?",Do the authors refer to a reference (website or systematic review) that systematizes and characterizes the theory incorporated?,0.4195
1835,How do empirical RE studies address non-functional requirements?,How has the number of empirical methods used per publication evolved over time?,0.4194
1836,How has the interest in different RE core areas evolved over time?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.4193
1837,How significant is the role of case studies in empirical RE research?,How has the reporting of the objects of study / treatments evolved over time?,0.4193
1838,Which research institutes are leading in empirical RE research?,How many publications are analyzed in (systematic literature) reviews?,0.4193
1839,What are the common data analysis techniques used in empirical RE?,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,0.4192
1840,What is the frequency of different research types in primary RE studies?,Which digital libraries with publications from SE and RE and related disciplines do authors use for (systematic literature) reviews?,0.4191
1841,How has the interest in different RE core areas evolved over time?,How has the reporting of the tasks evolved over time?,0.4190
1842,Which domains have seen significant empirical RE studies?,"""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",0.4189
1843,Which data collection method is frequently used in primary RE studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.4189
1844,What is the prevalence of qualitative versus quantitative methods in RE studies?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.4189
1845,What percentage of RE studies are empirical versus non-empirical?,How often are which statistical methods used?,0.4187
1846,What are the different contexts in which empirical RE research is applied?,"""How has the proportion of theories from other disciplines, from other disciplines with adaptions for the SE (RE), and from SE (RE) itself evolved over time?""",0.4187
1847,How has the publication rate of empirical RE research changed over the years?,How often are those who conduct the studies also the authors of the papers?,0.4185
1848,How are empirical studies shaping RE methodologies?,How has the use of triangulation for research design evolved over time?,0.4185
1849,What is the frequency of different research types in primary RE studies?,How has the reporting of the subjects evolved over time?,0.4184
1850,How has the focus on specific RE topics changed over the decades?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.4184
1851,What interventions in RE have shown the most empirical support?,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,0.4183
1852,How rigorous is the research reported in different RE core areas?,How many different empirical methods are used per publication?,0.4183
1853,What kinds of software systems are most frequently studied in empirical RE?,How has the proportion of papers that do not have an empirical study evolved over time?,0.4183
1854,How do empirical studies in RE contribute to standardization efforts?,How do the authors justify the selection and combination of empirical methods and design elements?,0.4182
1855,What types of RE interventions are most commonly researched?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.4181
1856,What is the prevalence of qualitative versus quantitative methods in RE studies?,How often are standards used to describe the theories incorporated?,0.4180
1857,What is the prevalence of qualitative versus quantitative methods in RE studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.4179
1858,What are the different contexts in which empirical RE research is applied?,How many publications are analyzed in (systematic literature) reviews?,0.4179
1859,"How are the research method, type, intervention, and domains related to RE core areas?",How has the reporting of the objects of study / treatments evolved over time?,0.4179
1860,How effective are different RE elicitation techniques based on empirical studies?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.4179
1861,How comprehensive is the current body of empirical RE literature?,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,0.4178
1862,How do empirical RE studies measure the effectiveness of RE techniques?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.4178
1863,How are empirical studies in RE adopted by industry?,How has the use of statistical methods evolved over time?,0.4178
1864,How do empirical RE studies address non-functional requirements?,How has the proportion of empirical studies evolved over time?,0.4178
1865,Which journals are most active in publishing empirical RE research?,How often are those who conduct the studies also the authors of the papers?,0.4177
1866,Which RE processes are most frequently studied empirically?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.4177
1867,Which era of RE research has seen the most progress in terms of new advances?,How has the reporting of the subjects evolved over time?,0.4176
1868,How do empirical RE studies impact the field’s theoretical foundations?,Do the authors refer to a reference (website or systematic review) that systematizes and characterizes the theory incorporated?,0.4176
1869,Which journals are most active in publishing empirical RE research?,How many theories from the SE and RE are there?,0.4176
1870,How frequently are surveys used in empirical RE research?,How has the reporting of the subjects evolved over time?,0.4175
1871,How are empirical studies shaping RE methodologies?,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,0.4175
1872,What percentage of RE studies are empirical versus non-empirical?,"""What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?""",0.4175
1873,How does empirical RE research impact RE education and training?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.4174
1874,How do empirical RE studies incorporate stakeholder feedback?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.4174
1875,How do empirical studies in RE contribute to standardization efforts?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.4174
1876,What is the prevalence of qualitative versus quantitative methods in RE studies?,How has the incorporation of theories in studies evolved over time?,0.4173
1877,How has the focus on specific RE topics changed over the decades?,How has the number of theories from SE and RE evolved over time?,0.4173
1878,Which research method is frequently used in primary RE studies?,Do the authors use multiple digital libraries including publications from SE and RE and related disciplines for (systematic literature) reviews?,0.4170
1879,What interventions in RE have shown the most empirical support?,How many studies incorporate theories?,0.4170
1880,How has the focus on specific RE topics changed over the decades?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.4170
1881,What methods do empirical RE studies use to validate their findings?,Have the authors done a systematic review of related work?,0.4170
1882,How does the geographic distribution of RE research look over different eras?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.4170
1883,What kind of participants are frequently involved in primary RE studies?,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,0.4169
1884,Which domains have seen significant empirical RE studies?,"""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",0.4169
1885,Which research method is frequently used in primary RE studies?,How has the use of triangulation for research design evolved over time?,0.4169
1886,Which research method is frequently used in primary RE studies?,Do the authors refer to a reference (website or systematic review) that systematizes and characterizes the theory incorporated?,0.4169
1887,What is the frequency of different research types in primary RE studies?,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",0.4168
1888,How significant is the role of case studies in empirical RE research?,How often are which empirical methods used?,0.4168
1889,How has the focus on specific RE topics changed over the decades?,How has the proportion of papers that do not have an empirical study evolved over time?,0.4168
1890,In which context have empirical studies of RE been carried out over the history of RE research?,"""For which purpose do authors incorporate theories into their studies (use, testing, modification, formulation)?""",0.4166
1891,Which data collection method is frequently used in primary RE studies?,Do the authors use multiple digital libraries including publications from SE and RE and related disciplines for (systematic literature) reviews?,0.4166
1892,How rigorous is the research reported in different RE core areas?,"""On which levels of sophistication are the theories from SE and RE? (level 1, level 2, or level 3 defined in Sjøberg et al. [1])""",0.4165
1893,What are the emerging areas of interest in empirical RE research?,Which digital libraries with publications from SE and RE and related disciplines do authors use for (systematic literature) reviews?,0.4164
1894,What empirical methods are used to study RE processes?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.4163
1895,How does empirical RE research impact RE education and training?,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,0.4162
1896,"How are the research method, type, intervention, and domains related to RE core areas?","""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",0.4162
1897,What are the most common research questions investigated in empirical RE?,How many publications are analyzed in (systematic literature) reviews?,0.4162
1898,Which research method is frequently used in primary RE studies?,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,0.4161
1899,What challenges are faced in conducting empirical RE studies?,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,0.4159
1900,What are the different contexts in which empirical RE research is applied?,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,0.4159
1901,How do empirical RE studies handle conflicting requirements?, How do the authors justify the lack of a proper study?,0.4159
1902,What types of RE interventions are most commonly researched?,How many studies incorporate theories?,0.4158
1903,How rigorous is the research reported in different RE core areas?,Do the authors use multiple digital libraries including publications from SE and RE and related disciplines for (systematic literature) reviews?,0.4157
1904,In which channels are the empirical studies of RE published?,"""What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?""",0.4157
1905,What is the frequency of different research types in primary RE studies?,How has the incorporation of theories in studies evolved over time?,0.4156
1906,How has the publication rate of empirical RE research changed over the years?,How has the reporting of the subjects evolved over time?,0.4156
1907,What is the frequency of different research types in primary RE studies?,Do the authors use a well defined taxonomy for their research design?,0.4154
1908,What is the role of academia versus industry in empirical RE research?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.4154
1909,How do empirical RE studies address non-functional requirements?,Do the authors report the selected context of their study with specific characteristics?,0.4154
1910,How often are empirical RE studies replicated?,How has the incorporation of theories in studies evolved over time?,0.4151
1911,How do empirical RE studies approach requirements prioritization?,How has the proportion of empirical studies evolved over time?,0.4151
1912,What are the criteria for evaluating empirical RE studies?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.4149
1913,What challenges are faced in conducting empirical RE studies?,How has the reporting of research questions and answers evolved over time?,0.4149
1914,What interventions in RE have shown the most empirical support?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.4149
1915,What are the common themes emerging from empirical research in RE?,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,0.4147
1916,What gaps exist in the current body of empirical RE research?,What is the proportion of each of the three levels of sophistication for theories from SE and RE?,0.4145
1917,How frequently are surveys used in empirical RE research?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.4144
1918,What is the prevalence of qualitative versus quantitative methods in RE studies?,What types of threats to validity do the authors report?,0.4142
1919,What gaps exist in the current body of empirical RE research?,Do the authors report the selected context of their study with specific characteristics?,0.4141
1920,How significant is the role of workshops and conferences in empirical RE dissemination?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.4139
1921,What are the common weaknesses identified in empirical RE studies?,How many publications are analyzed in (systematic literature) reviews?,0.4139
1922,What types of RE interventions are most commonly researched?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.4138
1923,How are data collection methods evolving in empirical RE studies?,Do authors report that assumptions and limitations of statistical methods are met before using them?,0.4135
1924,What is the role of academia versus industry in empirical RE research?,"""What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?""",0.4134
1925,What kinds of empirical evidence are most valued in RE research?,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,0.4134
1926,How comprehensive is the current body of empirical RE literature?,How has the reporting of the objects of study / treatments evolved over time?,0.4134
1927,How do empirical RE studies incorporate stakeholder feedback?,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",0.4133
1928,What are the implications of empirical RE research on RE tools development?,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",0.4132
1929,What interventions in RE have shown the most empirical support?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.4132
1930,What gaps exist in the current body of empirical RE research?,How has the incorporation of theories in studies evolved over time?,0.4131
1931,How are empirical RE studies addressing scalability issues?,"""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",0.4131
1932,In which context have empirical studies of RE been carried out over the history of RE research?,Do the authors report the selected context of their study with specific characteristics?,0.4128
1933,What future opportunities exist for empirical research in RE?,Which digital libraries with publications from SE and RE and related disciplines do authors use for (systematic literature) reviews?,0.4128
1934,What is the frequency of different research types in primary RE studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.4128
1935,In which context have empirical studies of RE been carried out over the history of RE research?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.4126
1936,What are the common weaknesses identified in empirical RE studies?,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",0.4126
1937,Which RE techniques are most validated by empirical studies?,How many theories from the SE and RE are there?,0.4126
1938,What kinds of empirical evidence are most valued in RE research?,How do the authors justify preventing bias in the study results?,0.4123
1939,How has the interest in different RE core areas evolved over time?,How has the reporting of research questions and answers evolved over time?,0.4122
1940,Which research institutes are leading in empirical RE research?,How has the reporting of research questions and answers evolved over time?,0.4122
1941,How often are empirical RE studies replicated?,Do the authors use multiple digital libraries including publications from SE and RE and related disciplines for (systematic literature) reviews?,0.4120
1942,How are empirical RE studies addressing scalability issues?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.4120
1943,Which data collection method is frequently used in primary RE studies?,How many studies incorporate theories?,0.4120
1944,What are the ethical considerations in conducting empirical RE research?,How often are which empirical methods used over time?,0.4118
1945,How do empirical RE studies incorporate stakeholder feedback?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.4118
1946,How significant is the role of case studies in empirical RE research?,How do the authors justify preventing bias in the study results?,0.4118
1947,How has the interest in different RE core areas evolved over time?,How has the reporting of the setting evolved over time?,0.4117
1948,Which country is most frequently involved in RE research?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.4116
1949,How does empirical RE research impact RE education and training?,"""What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?""",0.4115
1950,How do empirical studies in RE contribute to standardization efforts?,How many empirical studies are by authors working for large software development companies?,0.4115
1951,How has empirical research in various RE knowledge areas evolved over the years?,What is the proportion of each of the three levels of sophistication for theories from SE and RE?,0.4113
1952,What are the different contexts in which empirical RE research is applied?,"""For which purpose do authors incorporate theories into their studies (use, testing, modification, formulation)?""",0.4113
1953,How does the geographic distribution of RE research look over different eras?,How has the reporting of the tasks evolved over time?,0.4113
1954,What are the common themes emerging from empirical research in RE?,How has the incorporation of theories in studies evolved over time?,0.4112
1955,How are empirical studies shaping RE methodologies?,Do authors report that assumptions and limitations of statistical methods are met before using them?,0.4111
1956,What interventions in RE have shown the most empirical support?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.4111
1957,Which research method is frequently used in primary RE studies?,How has the proportion of papers that do not have an empirical study evolved over time?,0.4109
1958,What are the most common research questions investigated in empirical RE?,"""How has the proportion of theories from other disciplines, from other disciplines with adaptions for the SE (RE), and from SE (RE) itself evolved over time?""",0.4109
1959,What are the criteria for selecting participants in empirical RE studies?,Do the authors exlain HOW their apporach is better than others in a selected context with specific characteristics?,0.4109
1960,How accessible are empirical RE study results to practitioners?,Do the authors use multiple digital libraries including publications from SE and RE and related disciplines for (systematic literature) reviews?,0.4109
1961,What kinds of software systems are most frequently studied in empirical RE?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.4108
1962,What methods do empirical RE studies use to validate their findings?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.4107
1963,What are the future research directions in empirical RE?,"""How has the proportion of theories from other disciplines, from other disciplines with adaptions for the SE (RE), and from SE (RE) itself evolved over time?""",0.4106
1964,What types of interventions have been proposed or investigated in RE research?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.4106
1965,What are the common themes emerging from empirical research in RE?,How has the use of statistical methods evolved over time?,0.4105
1966,What methods do empirical RE studies use to validate their findings?,"""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",0.4105
1967,What are the different contexts in which empirical RE research is applied?,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",0.4104
1968,What trends are observable in the publication channels for RE research?,How many empirical studies are by authors working for large software development companies?,0.4104
1969,What kind of participants are frequently involved in primary RE studies?,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,0.4103
1970,What gaps exist in the current body of empirical RE research?,How do the authors justify preventing bias in the study results?,0.4103
1971,How do empirical RE studies address non-functional requirements?,How often are which empirical methods used over time?,0.4102
1972,Which RE processes are most frequently studied empirically?,How do the authors justify the selection and combination of empirical methods and design elements?,0.4102
1973,In which context have empirical studies of RE been carried out over the history of RE research?,How many different empirical methods are used per publication?,0.4102
1974,Which research method is frequently used in primary RE studies?,How has the reporting of research questions and answers evolved over time?,0.4102
1975,How are empirical studies shaping RE methodologies?,Do the authors refer to a reference (website or systematic review) that systematizes and characterizes the theory incorporated?,0.4101
1976,How does empirical RE research impact RE education and training?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.4100
1977,Which journals are most active in publishing empirical RE research?,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,0.4100
1978,How frequently are surveys used in empirical RE research?,How has the use of statistical methods evolved over time?,0.4100
1979,How rigorous is the research reported in different RE core areas?,How has the proportion of papers that do not have an empirical study evolved over time?,0.4099
1980,How do empirical RE studies align with RE best practices?,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,0.4099
1981,What are the criteria for evaluating empirical RE studies?,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,0.4099
1982,How do empirical RE studies incorporate stakeholder feedback?,Do the authors report the selected context of their study with specific characteristics?,0.4098
1983,How do empirical studies in RE contribute to standardization efforts?,How has the reporting of the setting evolved over time?,0.4098
1984,How significant is the role of case studies in empirical RE research?,How often are which empirical methods used over time?,0.4098
1985,What interventions in RE have shown the most empirical support?,How has the number of empirical methods used per publication evolved over time?,0.4097
1986,How effective are different RE elicitation techniques based on empirical studies?,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,0.4095
1987,What are the best practices for conducting empirical studies in RE?,Which digital libraries with publications from SE and RE and related disciplines do authors use for (systematic literature) reviews?,0.4093
1988,What challenges are faced in conducting empirical RE studies?,How many studies incorporate theories?,0.4092
1989,What kinds of empirical evidence are most valued in RE research?,How has the reporting of research questions and answers evolved over time?,0.4091
1990,What are the best practices for conducting empirical studies in RE?,How do the authors justify preventing bias in the study results?,0.4090
1991,How do empirical studies in RE contribute to RE process improvement?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.4089
1992,What role do experience reports play in empirical RE studies?,How many different empirical methods are used per publication?,0.4088
1993,How has empirical research in various RE knowledge areas evolved over the years?,How has the use of standards to describe the theories incorporated evolved over time?,0.4088
1994,What types of RE interventions are most commonly researched?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.4088
1995,How frequent are the different types of empirical research methods used in RE?,"""How has the proportion of theories from other disciplines, from other disciplines with adaptions for the SE (RE), and from SE (RE) itself evolved over time?""",0.4088
1996,How often are empirical RE studies replicated?,"""How has the proportion of theories from other disciplines, from other disciplines with adaptions for the SE (RE), and from SE (RE) itself evolved over time?""",0.4088
1997,How frequent are the different types of empirical research methods used in RE?,"""For which purpose do authors incorporate theories into their studies (use, testing, modification, formulation)?""",0.4088
1998,Which country is most frequently involved in RE research?,How often are those who conduct the studies also the authors of the papers?,0.4086
1999,What are the common data analysis techniques used in empirical RE?,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,0.4085
2000,In which channels are the empirical studies of RE published?,Do the authors refer to a reference (website or systematic review) that systematizes and characterizes the theory incorporated?,0.4085
2001,How has the interest in different RE core areas evolved over time?,"""What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?""",0.4084
2002,In which channels are the empirical studies of RE published?,"""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",0.4084
2003,What are the emerging areas of interest in empirical RE research?,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,0.4084
2004,Which data collection method is frequently used in primary RE studies?,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",0.4083
2005,In which channels are the empirical studies of RE published?,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,0.4083
2006,What types of RE interventions are most commonly researched?,Which methods are used to synthesize evidence from data of different empirical methods?,0.4082
