,genCQ,expertCQ,cos_score
1154,How should empirical SE studies define their scope of validity?,How has the reporting of threats to validity evolved over time?,0.4571
1155,What are the key components of the scientific method as applied to SE research?,How has the incorporation of theories in studies evolved over time?,0.4569
1156,How can SE studies use qualitative and quantitative methods together?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.4567
1157,How can SE research ensure the ethical conduct of empirical studies?, How do the authors justify the lack of a proper study?,0.4567
1158,How can theories in SE be systematically reviewed and documented?,How has the proportion of each of the three levels of sophistication for theories from SE and RE evolved over time?,0.4566
1159,What are the key differences between exploratory and confirmatory empirical studies in SE?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.4565
1160,What are the key components of the scientific method as applied to SE research?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.4565
1161,"How can large-scale, longitudinal studies be effectively conducted in SE research?",How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,0.4564
1162,What role does the synthesis of empirical evidence play in SE research?, How do the authors justify the lack of a proper study?,0.4563
1163,What are the most common empirical research methods used in SE?,How has the reporting of the objects of study / treatments evolved over time?,0.4563
1164,How can action research contribute to empirical SE studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.4562
1165,How can empirical SE studies be designed to be more relevant to industry?,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,0.4562
1166,How can SE researchers ensure transparency in their empirical studies?,How has the proportion of papers that do not have an empirical study evolved over time?,0.4562
1167,What are the key components of the scientific method as applied to SE research?,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",0.4560
1168,How can empirical SE research address long-term and short-term goals?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.4560
1169,How can SE research benefit from adopting practices from other scientific disciplines?,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",0.4557
1170,How can empirical SE research better inform SE education and training programs?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.4557
1171,How can the quality of empirical studies in SE be improved?,How many publications are analyzed in (systematic literature) reviews?,0.4556
1172,How can SE research benefit from interdisciplinary approaches?,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,0.4556
1173,How can SE research benefit from interdisciplinary approaches?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.4556
1174,How can SE researchers improve the robustness of their study results?,Do authors report that assumptions and limitations of statistical methods are met before using them?,0.4555
1175,How can the integration of empirical methods in SE education be improved?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.4555
1176,How can empirical SE research be made more inclusive and diverse?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.4554
1177,What are the potential benefits of funding empirical SE research at higher levels?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.4552
1178,"What is the current state of empirical SE research, and what is the vision for its future?",Which methods are used to synthesize evidence from data of different empirical methods?,0.4552
1179,What are the key differences between exploratory and confirmatory empirical studies in SE?,Which methods are used to synthesize evidence from data of different empirical methods?,0.4552
1180,How can SE researchers design studies that address real-world industrial problems?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.4551
1181,What are the specific challenges of applying empirical methods to software process improvement?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.4551
1182,How can SE researchers develop common taxonomies for empirical studies?,How has the number of theories from SE and RE evolved over time?,0.4550
1183,What are the most common empirical research methods used in SE?,"""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",0.4550
1184,What are the benefits of conducting empirical studies in industrial settings?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.4549
1185,What are the main trends in empirical SE research over the past decades?,"""How has the proportion of theories from other disciplines, from other disciplines with adaptions for the SE (RE), and from SE (RE) itself evolved over time?""",0.4546
1186,"What are the potential biases in empirical SE studies, and how can they be mitigated?",How often are which empirical methods used?,0.4545
1187,How can SE research ensure the ethical conduct of empirical studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.4545
1188,What are the criteria for selecting industries or projects for empirical SE studies?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.4545
1189,How can empirical SE research address long-term and short-term goals?,How do the authors justify the selection and combination of empirical methods and design elements?,0.4545
1190,What are the key elements of a high-quality empirical SE study?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.4545
1191,How do different empirical methods complement each other in SE studies?,How many publications are analyzed in (systematic literature) reviews?,0.4545
1192,How should the effectiveness of SE technologies be evaluated empirically?,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,0.4544
1193,What are the criteria for selecting industries or projects for empirical SE studies?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.4544
1194,What are the main trends in empirical SE research over the past decades?,How has the reporting of the tasks evolved over time?,0.4542
1195,How can empirical SE research better address the needs of diverse stakeholders?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.4542
1196,What are the benefits of conducting empirical studies in industrial settings?,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",0.4542
1197,What role do systematic reviews and meta-analyses play in SE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.4541
1198,How should the effectiveness of SE technologies be evaluated empirically?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.4540
1199,How should empirical methods be integrated into SE education programs?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.4539
1200,How can empirical SE research contribute to the development of new SE technologies?,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,0.4539
1201,How can action research contribute to empirical SE studies?,How has the reporting of research questions and answers evolved over time?,0.4537
1202,What are the most common empirical research methods used in SE?,"""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",0.4533
1203,What are the benefits of conducting empirical studies in industrial settings?,How many different empirical methods are used per publication?,0.4533
1204,How can empirical SE studies be designed to be more relevant to industry?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.4532
1205,How can the SE research community increase its competence in empirical methods?,How often are which empirical methods used over time?,0.4532
1206,"What empirical methods are most relevant to SE research, and how are they used?",How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,0.4530
1207,What role do students and inexperienced subjects play in empirical SE studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.4530
1208,How can SE researchers develop common taxonomies for empirical studies?,Do the authors report the selected context of their study with specific characteristics?,0.4530
1209,How can empirical SE research contribute to public policy and regulatory decisions?,How many empirical studies are by authors working for large software development companies?,0.4530
1210,How can empirical SE research address long-term and short-term goals?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.4527
1211,How can action research contribute to empirical SE studies?,How has the number of empirical methods used per publication evolved over time?,0.4526
1212,"What is the current state of empirical SE research, and what is the vision for its future?","""Do electronic resources (digital libraries and databases) provide all the functionalies that support the identification, selection, and retrieval of bibliographic and full-text information about SE research?""",0.4526
1213,How can the SE research community increase its competence in empirical methods?,How has the reporting of research questions and answers evolved over time?,0.4525
1214,How can empirical SE research better support the development of sustainable software systems?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.4525
1215,How should SE studies handle the generalization of their findings?,Which methods are used to synthesize evidence from data of different empirical methods?,0.4525
1216,How can SE researchers make use of online resources for documenting theories?,How often are standards used to describe the theories incorporated?,0.4520
1217,What resources are needed to support high-quality empirical SE research?,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,0.4519
1218,How can empirical evidence be synthesized to support SE research?,How has the number of theories from SE and RE evolved over time?,0.4519
1219,What are the most common empirical research methods used in SE?,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",0.4518
1220,What are common ways to address challenges in empirical SE research?,How has the proportion of empirical studies evolved over time?,0.4517
1221,What are the key factors that influence the relevance of an SE study to industry?,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,0.4515
1222,What are the specific challenges of applying empirical methods to software process improvement?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.4515
1223,"What empirical methods are most relevant to SE research, and how are they used?",How has the reporting of research questions and answers evolved over time?,0.4515
1224,How can SE researchers improve the robustness of their study results?,How has the reporting of research questions and answers evolved over time?,0.4513
1225,"What is the current state of empirical SE research, and what is the vision for its future?",How has the proportion of studies by authors working for large software development companies evolved over time?,0.4512
1226,What are the key differences between exploratory and confirmatory empirical studies in SE?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.4507
1227,"What empirical methods are most relevant to SE research, and how are they used?",How many studies incorporate theories?,0.4507
1228,How can SE researchers make use of online resources for documenting theories?,How has the incorporation of theories in studies evolved over time?,0.4505
1229,"What are the potential biases in empirical SE studies, and how can they be mitigated?",How has the proportion of studies by authors working for large software development companies evolved over time?,0.4504
1230,What is the role of research synthesis in informing SE practice?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.4504
1231,How can SE researchers design studies that address real-world industrial problems?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.4504
1232,What criteria should be used to assess the quality and relevance of empirical SE studies?,How has the number of empirical methods used per publication evolved over time?,0.4503
1233,What guidelines exist for conducting empirical studies in SE?,How often are which statistical methods used?,0.4503
1234,What role do systematic reviews and meta-analyses play in SE research?,Do the authors use a well defined taxonomy for their research design?,0.4502
1235,How can empirical SE research better address the needs of diverse stakeholders?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.4499
1236,How can the integration of empirical methods in SE education be improved?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.4498
1237,How should empirical SE studies define their scope of validity?, How do the authors justify the lack of a proper study?,0.4497
1238,What role do students and inexperienced subjects play in empirical SE studies?,How often are which empirical methods used?,0.4496
1239,What are the criteria for selecting industries or projects for empirical SE studies?,How has the proportion of empirical studies evolved over time?,0.4495
1240,How can theory-building in SE be improved?,"""For which purpose do authors incorporate theories into their studies (use, testing, modification, formulation)?""",0.4494
1241,What resources are needed to support high-quality empirical SE research?,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,0.4493
1242,How can empirical SE research be made more inclusive and diverse?,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,0.4491
1243,What role do systematic reviews and meta-analyses play in SE research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.4491
1244,What are the major challenges to the pursuit of empirical research in Requirements Engineering (RE)?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.4491
1245,How can empirical SE research better address the needs of diverse stakeholders?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.4490
1246,What are the best practices for reporting empirical SE studies?,How has the reporting of the tasks evolved over time?,0.4490
1247,What are the main trends in empirical SE research over the past decades?,Which methods are used to synthesize evidence from data of different empirical methods?,0.4490
1248,How can action research contribute to empirical SE studies?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.4489
1249,How can the quality of empirical studies in SE be improved?,Do the authors report the selected context of their study with specific characteristics?,0.4488
1250,How should SE researchers approach the replication of empirical studies?,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",0.4488
1251,What guidelines exist for conducting empirical studies in SE?,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",0.4487
1252,How can theories in SE be systematically reviewed and documented?,What is the proportion of each of the three levels of sophistication for theories from SE and RE?,0.4486
1253,How can SE studies use qualitative and quantitative methods together?,How has the reporting of the objects of study / treatments evolved over time?,0.4486
1254,What are the benefits and limitations of case studies in SE research?,Do the authors report the selected context of their study with specific characteristics?,0.4486
1255,How can SE studies use qualitative and quantitative methods together?,Do the authors report the selected context of their study with specific characteristics?,0.4485
1256,What methods can be used to triangulate data in empirical SE research?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.4484
1257,How should SE studies handle the generalization of their findings?,How do the authors justify the selection and combination of empirical methods and design elements?,0.4484
1258,How can the quality of empirical studies in SE be improved?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.4483
1259,How can SE research ensure the ethical conduct of empirical studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.4483
1260,What are the benefits and limitations of case studies in SE research?, How do the authors justify the lack of a proper study?,0.4483
1261,How can empirical SE studies be designed to be more relevant to industry?,How often are which empirical methods used?,0.4483
1262,What guidelines exist for conducting empirical studies in SE?,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,0.4481
1263,What role do systematic reviews and meta-analyses play in SE research?,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,0.4480
1264,"How can empirical SE research address complex, multi-faceted research questions?",How often are which empirical methods used over time?,0.4479
1265,How should SE researchers handle conflicting evidence from empirical studies?,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",0.4479
1266,How can SE research benefit from interdisciplinary approaches?,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,0.4479
1267,What role do students and inexperienced subjects play in empirical SE studies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.4477
1268,How can the SE community promote the publication of high-quality empirical studies?,Which digital libraries with publications from SE and RE and related disciplines do authors use for (systematic literature) reviews?,0.4477
1269,What are the key components of the scientific method as applied to SE research?,"""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",0.4477
1270,How can SE researchers ensure the validity and reliability of their empirical studies?,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,0.4476
1271,What role does the synthesis of empirical evidence play in SE research?,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",0.4474
1272,How should SE researchers approach the replication of empirical studies?,How has the reporting of the objects of study / treatments evolved over time?,0.4474
1273,What are the main trends in empirical SE research over the past decades?,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",0.4474
1274,How can collaborations between academia and industry improve empirical SE research?,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,0.4471
1275,What resources are needed to support high-quality empirical SE research?,"""Do electronic resources (digital libraries and databases) provide all the functionalies that support the identification, selection, and retrieval of bibliographic and full-text information about SE research?""",0.4471
1276,"What empirical methods are most relevant to SE research, and how are they used?","""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",0.4469
1277,"What are the potential biases in empirical SE studies, and how can they be mitigated?",How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,0.4467
1278,How can SE studies use qualitative and quantitative methods together?,"""For which purpose do authors incorporate theories into their studies (use, testing, modification, formulation)?""",0.4466
1279,What are the common pitfalls in the use of statistical methods in SE research?,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,0.4465
1280,How can meta-ethnography be used in SE research synthesis?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.4465
1281,What are the common pitfalls in the use of statistical methods in SE research?,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,0.4464
1282,How can the SE community promote the publication of high-quality empirical studies?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.4463
1283,How can SE researchers ensure transparency in their empirical studies?,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",0.4463
1284,What is the role of research synthesis in informing SE practice?, How do the authors justify the lack of a proper study?,0.4462
1285,How should SE researchers handle the scalability of empirical studies?,How has the reporting of research questions and answers evolved over time?,0.4462
1286,What resources are needed to support high-quality empirical SE research?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.4462
1287,What are the benefits of conducting empirical studies in industrial settings?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.4461
1288,What resources are needed to support high-quality empirical SE research?,How has the number of empirical methods used per publication evolved over time?,0.4460
1289,How can the SE research community increase its competence in empirical methods?,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",0.4456
1290,How can SE researchers ensure transparency in their empirical studies?,"""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",0.4456
1291,What resources are needed to support high-quality empirical SE research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.4456
1292,What are common ways to address challenges in empirical SE research?,How many empirical studies are by authors working for large software development companies?,0.4455
1293,What are the key components of the scientific method as applied to SE research?,Do authors report that assumptions and limitations of statistical methods are met before using them?,0.4455
1294,"What empirical methods can be used to explore, describe, predict, and explain SE phenomena?","""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.4454
1295,How can meta-ethnography be used in SE research synthesis?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.4454
1296,What are the key factors that influence the relevance of an SE study to industry?,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,0.4453
1297,How can the integration of empirical methods in SE education be improved?,How has the proportion of empirical studies evolved over time?,0.4453
1298,How can empirical SE research better address the needs of diverse stakeholders?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.4452
1299,What are the main trends in empirical SE research over the past decades?,How often are which statistical methods used?,0.4451
1300,What steps are needed to increase the use of empirical methods in SE research?,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,0.4450
1301,How can SE researchers make use of online resources for documenting theories?,How many studies incorporate theories?,0.4448
1302,What role do systematic reviews and meta-analyses play in SE research?, How do the authors justify the lack of a proper study?,0.4447
1303,"How can empirical SE research address complex, multi-faceted research questions?",How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,0.4447
1304,How can empirical SE research contribute to the development of new SE technologies?,How has the number of theories from SE and RE evolved over time?,0.4445
1305,What steps are needed to increase the use of empirical methods in SE research?,"""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",0.4445
1306,How can action research contribute to empirical SE studies?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.4442
1307,How can the SE community promote the publication of high-quality empirical studies?,How many publications are analyzed in (systematic literature) reviews?,0.4440
1308,What are the best practices for reporting empirical SE studies?,How has the reporting of the setting evolved over time?,0.4439
1309,How can empirical SE studies be made more cost-effective?,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,0.4436
1310,What are the key differences between exploratory and confirmatory empirical studies in SE?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.4434
1311,How can empirical SE research contribute to public policy and regulatory decisions?,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",0.4431
1312,How should SE studies handle the generalization of their findings?,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,0.4431
1313,What are the best practices for reporting empirical SE studies?,How often are which empirical methods used over time?,0.4428
1314,How should SE researchers handle conflicting evidence from empirical studies?, How do the authors justify the lack of a proper study?,0.4428
1315,How can SE studies use qualitative and quantitative methods together?,How often are which empirical methods used?,0.4427
1316,What are the benefits and limitations of case studies in SE research?,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,0.4426
1317,How should SE researchers handle the scalability of empirical studies?,Do authors report that assumptions and limitations of statistical methods are met before using them?,0.4426
1318,What are the most common empirical research methods used in SE?,Do the authors report the selected context of their study with specific characteristics?,0.4424
1319,How can empirical SE studies be designed to be more relevant to industry?,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,0.4424
1320,How can empirical SE research better inform SE education and training programs?,How has the number of empirical methods used per publication evolved over time?,0.4423
1321,"What empirical methods can be used to explore, describe, predict, and explain SE phenomena?",How has the use of theories for a diverse and reflective generalization of study results evolved over time?,0.4420
1322,How can SE researchers ensure the validity and reliability of their empirical studies?,"""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",0.4419
1323,What are the benefits of conducting empirical studies in industrial settings?, How do the authors justify the lack of a proper study?,0.4416
1324,How can empirical SE research be made more inclusive and diverse?,Which methods are used to synthesize evidence from data of different empirical methods?,0.4414
1325,How can the quality of empirical studies in SE be improved?,Do authors report that assumptions and limitations of statistical methods are met before using them?,0.4412
1326,What are the key components of the scientific method as applied to SE research?,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,0.4409
1327,How can SE research ensure the ethical conduct of empirical studies?,How has the reporting of research questions and answers evolved over time?,0.4407
1328,What are the key factors that influence the relevance of an SE study to industry?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.4407
1329,How should empirical SE studies define their scope of validity?,How often are which empirical methods used over time?,0.4407
1330,How can SE researchers ensure transparency in their empirical studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.4406
1331,What are the potential benefits of funding empirical SE research at higher levels?,How has the proportion of empirical studies evolved over time?,0.4406
1332,"What are the potential biases in empirical SE studies, and how can they be mitigated?","""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.4406
1333,"What empirical methods are most relevant to SE research, and how are they used?",Do the authors report the selected context of their study with specific characteristics?,0.4405
1334,What are the key elements of a high-quality empirical SE study?,Do the authors report the selected context of their study with specific characteristics?,0.4404
1335,What are the key differences between exploratory and confirmatory empirical studies in SE?,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,0.4403
1336,"How can large-scale, longitudinal studies be effectively conducted in SE research?",How has the proportion of papers that do not have an empirical study evolved over time?,0.4402
1337,How can empirical evidence be synthesized to support SE research?,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",0.4402
1338,How should the effectiveness of SE technologies be evaluated empirically?,How has the number of empirical methods used per publication evolved over time?,0.4401
1339,What methods can be used to triangulate data in empirical SE research?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.4400
1340,How should empirical methods be integrated into SE education programs?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.4399
1341,How can theories in SE be systematically reviewed and documented?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.4398
1342,How can empirical SE research contribute to public policy and regulatory decisions?,Which methods are used to synthesize evidence from data of different empirical methods?,0.4396
1343,What resources are needed to support high-quality empirical SE research?,How many different empirical methods are used per publication?,0.4396
1344,How can meta-ethnography be used in SE research synthesis?,"""For which purpose do authors incorporate theories into their studies (use, testing, modification, formulation)?""",0.4395
1345,What steps are needed to increase the use of empirical methods in SE research?,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",0.4395
1346,How can empirical methods be used to develop scientific knowledge about software engineering (SE) technologies?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.4395
1347,How can SE researchers design studies that address real-world industrial problems?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.4393
1348,How should SE researchers approach the replication of empirical studies?,How has the proportion of replications evolved over time?,0.4392
1349,"How can large-scale, longitudinal studies be effectively conducted in SE research?",How has the reporting of the objects of study / treatments evolved over time?,0.4391
1350,What are the key differences between exploratory and confirmatory empirical studies in SE?,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,0.4389
1351,How can SE researchers design studies that address real-world industrial problems?,Do the authors use other channels to publish their results for making them available to industrial users?,0.4388
1352,"What empirical methods are most relevant to SE research, and how are they used?",How many publications are analyzed in (systematic literature) reviews?,0.4388
1353,What is the role of research synthesis in informing SE practice?,How do the authors justify the selection and combination of empirical methods and design elements?,0.4386
1354,"How can large-scale, longitudinal studies be effectively conducted in SE research?","""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",0.4385
1355,How can SE researchers develop common taxonomies for empirical studies?,"""Do electronic resources (digital libraries and databases) provide all the functionalies that support the identification, selection, and retrieval of bibliographic and full-text information about SE research?""",0.4385
1356,"What are the potential biases in empirical SE studies, and how can they be mitigated?",How has the use of theories for a diverse and reflective generalization of study results evolved over time?,0.4384
1357,How can SE researchers develop common taxonomies for empirical studies?,"""For which purpose do authors incorporate theories into their studies (use, testing, modification, formulation)?""",0.4383
1358,How can the quality of empirical studies in SE be improved?,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",0.4382
1359,How should SE studies handle the generalization of their findings?,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",0.4381
1360,What role do students and inexperienced subjects play in empirical SE studies?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.4381
1361,"What empirical methods are most relevant to SE research, and how are they used?","""For which purpose do authors incorporate theories into their studies (use, testing, modification, formulation)?""",0.4380
1362,How can action research contribute to empirical SE studies?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.4380
1363,What role does the synthesis of empirical evidence play in SE research?,How has the use of statistical methods evolved over time?,0.4380
1364,How can empirical evidence be synthesized to support SE research?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.4378
1365,"What empirical methods can be used to explore, describe, predict, and explain SE phenomena?","""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",0.4378
1366,How should SE studies handle the generalization of their findings?,How has the reporting of the subjects evolved over time?,0.4376
1367,How should the effectiveness of SE technologies be evaluated empirically?,How often are which empirical methods used over time?,0.4375
1368,How can SE research ensure the ethical conduct of empirical studies?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.4375
1369,How can theories in SE be systematically reviewed and documented?,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",0.4375
1370,What are the key components of the scientific method as applied to SE research?, How do the authors justify the lack of a proper study?,0.4375
1371,How should SE studies handle the generalization of their findings?,"""For which purpose do authors incorporate theories into their studies (use, testing, modification, formulation)?""",0.4373
1372,What are the barriers to wider adoption of empirical methods in SE by the software industry?,How has the proportion of papers that do not have an empirical study evolved over time?,0.4372
1373,What steps are needed to increase the use of empirical methods in SE research?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.4372
1374,How can SE researchers develop common taxonomies for empirical studies?,How often are which statistical methods used?,0.4371
1375,What are the potential benefits of funding empirical SE research at higher levels?,How many empirical studies are by authors working for large software development companies?,0.4371
1376,What are the benefits of conducting empirical studies in industrial settings?,"""For which purpose do authors incorporate theories into their studies (use, testing, modification, formulation)?""",0.4371
1377,What are common ways to address challenges in empirical SE research?,How has the number of empirical methods used per publication evolved over time?,0.4370
1378,How can collaborations between academia and industry improve empirical SE research?,How has the proportion of empirical studies evolved over time?,0.4369
1379,What are the most common empirical research methods used in SE?,Which digital libraries with publications from SE and RE and related disciplines do authors use for (systematic literature) reviews?,0.4369
1380,How can SE researchers make use of online resources for documenting theories?,"""What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?""",0.4368
1381,How can empirical SE studies be made more cost-effective?, How do the authors justify the lack of a proper study?,0.4365
1382,How can SE researchers ensure the validity and reliability of their empirical studies?,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",0.4365
1383,How can SE research ensure the ethical conduct of empirical studies?,How has the number of empirical methods used per publication evolved over time?,0.4365
1384,How do different empirical methods complement each other in SE studies?, How do the authors justify the lack of a proper study?,0.4363
1385,How should SE studies handle the generalization of their findings?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.4362
